genres,title,keywords,cast,crew,director
"['comedy', 'crime']","Lock, Stock and Two Smoking Barrels",ambush alcohol shotgun tea joint machismo cocktail rifle marijuana cockneyaccent potsmoking hatchet antique cardsharp anger carjacking piano stripshow highstakes,"['jasonflemyng', 'dexterfletcher', 'nickmoran', 'jasonstatham', 'vinniejones', 'sting', 'stevenmackintosh', 'nicholasrowe', 'lennymclean', 'p.h.moriarty', 'frankharper', 'huggyleaver', 'stephenmarcus', 'petermcnicholl', 'nickmarcq', 'tonymcmahon', 'stevesweeney', 'charlesforbes', 'vasblackwood', 'jakeabraham', 'victormcguire', 'dannyjohn-jules', ""elwin'chopper'david"", 'veraday', 'robbrydon', 'alanford', 'andrewtiernan']","[{'credit_id': '52fe4217c3a36847f80035c1', 'department': 'Directing', 'gender': 2, 'id': 956, 'job': 'Director', 'name': 'Guy Ritchie', 'profile_path': '/uLpiixgcko2W5GLsqBEvSfluyEs.jpg'}, {'credit_id': '52fe4217c3a36847f80035c7', 'department': 'Production', 'gender': 2, 'id': 957, 'job': 'Producer', 'name': 'Matthew Vaughn', 'profile_path': '/Dnbz3B7yy4u0abixuD5LakZgsy.jpg'}, {'credit_id': '52fe4217c3a36847f80035cd', 'department': 'Sound', 'gender': 2, 'id': 959, 'job': 'Original Music Composer', 'name': 'David A. Hughes', 'profile_path': None}, {'credit_id': '52fe4217c3a36847f80035d3', 'department': 'Sound', 'gender': 2, 'id': 960, 'job': 'Original Music Composer', 'name': 'John Murphy', 'profile_path': None}, {'credit_id': '52fe4217c3a36847f80035d9', 'department': 'Camera', 'gender': 2, 'id': 966, 'job': 'Director of Photography', 'name': 'Tim Maurice-Jones', 'profile_path': None}, {'credit_id': '52fe4217c3a36847f80035df', 'department': 'Art', 'gender': 0, 'id': 967, 'job': 'Production Design', 'name': 'Iain Andrews', 'profile_path': None}, {'credit_id': '52fe4217c3a36847f80035e5', 'department': 'Art', 'gender': 0, 'id': 968, 'job': 'Production Design', 'name': 'Eve Mavrakis', 'profile_path': None}, {'credit_id': '52fe4217c3a36847f80035eb', 'department': 'Production', 'gender': 1, 'id': 970, 'job': 'Casting', 'name': 'Celestia Fox', 'profile_path': None}, {'credit_id': '52fe4217c3a36847f80035f1', 'department': 'Production', 'gender': 2, 'id': 956, 'job': 'Casting', 'name': 'Guy Ritchie', 'profile_path': '/uLpiixgcko2W5GLsqBEvSfluyEs.jpg'}, {'credit_id': '52fe4217c3a36847f80035f7', 'department': 'Editing', 'gender': 0, 'id': 971, 'job': 'Editor', 'name': 'Niven Howie', 'profile_path': None}, {'credit_id': '52fe4217c3a36847f8003651', 'department': 'Writing', 'gender': 2, 'id': 956, 'job': 'Screenplay', 'name': 'Guy Ritchie', 'profile_path': '/uLpiixgcko2W5GLsqBEvSfluyEs.jpg'}, {'credit_id': '534feadf0e0a267eab000f7c', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 39670, 'job': 'Costume Design', 'name': 'Stephanie Collie', 'profile_path': None}]",guyritchie
"['comedy', 'sciencefiction']",Young Einstein,atomicbomb nobelprize rock alberteinstein mariecurie tasmanian tasmania,"['yahooserious', 'odileleclezio', 'peeweewilson', 'sucruickshank', 'johnhoward', 'christianmanon']","[{'credit_id': '52fe43039251416c75000035', 'department': 'Directing', 'gender': 2, 'id': 61797, 'job': 'Director', 'name': 'Yahoo Serious', 'profile_path': '/pe2eKvE4PpdMhmNCIylDjoQhg2o.jpg'}, {'credit_id': '52fe43039251416c7500003b', 'department': 'Writing', 'gender': 2, 'id': 61797, 'job': 'Screenplay', 'name': 'Yahoo Serious', 'profile_path': '/pe2eKvE4PpdMhmNCIylDjoQhg2o.jpg'}, {'credit_id': '52fe43039251416c75000041', 'department': 'Production', 'gender': 2, 'id': 61797, 'job': 'Producer', 'name': 'Yahoo Serious', 'profile_path': '/pe2eKvE4PpdMhmNCIylDjoQhg2o.jpg'}, {'credit_id': '52fe43039251416c75000047', 'department': 'Production', 'gender': 0, 'id': 61798, 'job': 'Producer', 'name': 'Warwick Ross', 'profile_path': None}, {'credit_id': '52fe43039251416c7500004d', 'department': 'Production', 'gender': 0, 'id': 61799, 'job': 'Producer', 'name': 'David Roach', 'profile_path': None}, {'credit_id': '52fe43039251416c75000053', 'department': 'Production', 'gender': 2, 'id': 59774, 'job': 'Executive Producer', 'name': 'Graham Burke', 'profile_path': '/zdw6PxHq7CrvV4MnPnbf8Qfeio6.jpg'}, {'credit_id': '52fe43039251416c75000059', 'department': 'Production', 'gender': 0, 'id': 61800, 'job': 'Executive Producer', 'name': 'Ray Beattie', 'profile_path': None}, {'credit_id': '52fe43039251416c7500005f', 'department': 'Writing', 'gender': 0, 'id': 61799, 'job': 'Screenplay', 'name': 'David Roach', 'profile_path': None}, {'credit_id': '52fe43039251416c75000065', 'department': 'Sound', 'gender': 2, 'id': 61801, 'job': 'Music', 'name': 'Martin Armiger', 'profile_path': None}, {'credit_id': '52fe43039251416c7500006b', 'department': 'Sound', 'gender': 0, 'id': 61802, 'job': 'Music', 'name': 'William Motzing', 'profile_path': None}, {'credit_id': '52fe43039251416c75000071', 'department': 'Sound', 'gender': 0, 'id': 61803, 'job': 'Music', 'name': 'Tommy Tycho', 'profile_path': None}, {'credit_id': '52fe43039251416c75000077', 'department': 'Camera', 'gender': 0, 'id': 61804, 'job': 'Director of Photography', 'name': 'Jeff Darling', 'profile_path': None}, {'credit_id': '52fe43039251416c7500007d', 'department': 'Editing', 'gender': 0, 'id': 61799, 'job': 'Editor', 'name': 'David Roach', 'profile_path': None}, {'credit_id': '52fe43039251416c75000083', 'department': 'Editing', 'gender': 0, 'id': 61805, 'job': 'Editor', 'name': 'Amanda Robson', 'profile_path': None}, {'credit_id': '52fe43039251416c75000089', 'department': 'Editing', 'gender': 0, 'id': 61806, 'job': 'Editor', 'name': 'Neil Thumpston', 'profile_path': None}, {'credit_id': '52fe43039251416c7500008f', 'department': 'Editing', 'gender': 0, 'id': 61807, 'job': 'Editor', 'name': 'Peter Whitmore', 'profile_path': None}]",yahooserious
"['drama', 'war']",Flight Command,pilot navy,"['roberttaylor', 'ruthhussey', 'walterpidgeon', 'paulkelly', 'shepperdstrudwick', 'redskelton', 'natpendleton', 'dickpurcell', 'williamtannen', 'williamstelling', 'stanleysmith', 'addisonrichards', 'donalddouglas', 'patflaherty', 'forbesmurray', 'marshahunt', 'cliffdanielson', 'bobdavis', 'leetungfoo', 'reedhadley', 'johnhamilton', 'ottohan', 'hallesueur', 'jackluden', 'jamesmillican', 'albertomorin', 'tomneal', 'georgeoffermanjr.', 'claireowen', 'stevependleton', 'johnraitt', 'waltersande', 'jamesseay', 'johnsheehan', 'dickwessel', 'gaynewhitman', 'gilbertwilson', 'howardwilson', 'bruceedwards']","[{'credit_id': '52fe49c7c3a36847f81a5a21', 'department': 'Directing', 'gender': 2, 'id': 14855, 'job': 'Director', 'name': 'Frank Borzage', 'profile_path': '/ywsES5vf5uH4GelIDmaJWJAhdOG.jpg'}, {'credit_id': '52fe49c7c3a36847f81a5a3f', 'department': 'Writing', 'gender': 2, 'id': 96253, 'job': 'Screenplay', 'name': 'Wells Root', 'profile_path': None}, {'credit_id': '52fe49c7c3a36847f81a5a2d', 'department': 'Writing', 'gender': 0, 'id': 171837, 'job': 'Story', 'name': 'John Sutherland', 'profile_path': '/vMzn5BoqA09WoKyj0lyGk8eTiH.jpg'}, {'credit_id': '52fe49c7c3a36847f81a5a45', 'department': 'Writing', 'gender': 0, 'id': 1022764, 'job': 'Screenplay', 'name': 'Harvey S. Haislip', 'profile_path': None}, {'credit_id': '52fe49c7c3a36847f81a5a27', 'department': 'Writing', 'gender': 0, 'id': 1022764, 'job': 'Story', 'name': 'Harvey S. Haislip', 'profile_path': None}]",frankborzage
['drama'],Hounded,fetishism masochism submissive olderwomanyoungermanrelationship whipping dominantwoman collar womandirector,"['kostjaullmann', 'marenkroymann', 'moritzgrove', 'sılaşahin', 'adalabahn', 'markusvoellenklee', 'stephaniecharlottakoetz', 'sophierogall', 'michaelpink', 'frankmeyer-brockmann']","[{'credit_id': '53f5e242c3a36833f7003a15', 'department': 'Directing', 'gender': 0, 'id': 40016, 'job': 'Director', 'name': 'Angelina Maccarone', 'profile_path': None}, {'credit_id': '53f5e255c3a36833f7003a18', 'department': 'Writing', 'gender': 0, 'id': 1355322, 'job': 'Screenplay', 'name': 'Susanne Billig', 'profile_path': None}, {'credit_id': '58612dadc3a3681a620306a2', 'department': 'Crew', 'gender': 0, 'id': 1398486, 'job': 'Compositors', 'name': 'Jakob Hansonis', 'profile_path': None}, {'credit_id': '58612dbdc3a3681a620306af', 'department': 'Crew', 'gender': 0, 'id': 1469094, 'job': 'Compositors', 'name': 'Hartmut Ewert', 'profile_path': None}]",angelinamaccarone
"['drama', 'crime', 'romance']",Mona Lisa,londonengland prostitute ex-detainee chauffeur hoodlum,"['bobhoskins', 'cathytyson', 'michaelcaine', 'robbiecoltrane', 'clarkepeters', 'katehardie', 'zoënathenson', 'sammidavis', 'joebrown', 'paulinemelville', 'hosseinkarimbeik', 'davidhalliwell', ""maggieo'neill"", 'perryfenwick', 'garycady', 'richardstrange', 'kennybaker', 'jackpurvis', 'billmoore', 'rodbedall', 'raadrawi', 'dawnarchibald']","[{'credit_id': '52fe43039251416c7500010d', 'department': 'Camera', 'gender': 2, 'id': 293, 'job': 'Director of Photography', 'name': 'Roger Pratt', 'profile_path': '/5a4fQyqEo5Mqq1QROrBxTy7urv1.jpg'}, {'credit_id': '52fe43039251416c750000f5', 'department': 'Production', 'gender': 2, 'id': 377, 'job': 'Producer', 'name': 'Patrick Cassavetti', 'profile_path': None}, {'credit_id': '52fe43039251416c75000113', 'department': 'Editing', 'gender': 1, 'id': 11072, 'job': 'Editor', 'name': 'Lesley Walker', 'profile_path': None}, {'credit_id': '52fe43039251416c75000107', 'department': 'Sound', 'gender': 2, 'id': 7714, 'job': 'Original Music Composer', 'name': 'Michael Kamen', 'profile_path': '/y83bqw1VP1PkuvOhG2XROwc9eXG.jpg'}, {'credit_id': '52fe43039251416c75000101', 'department': 'Production', 'gender': 2, 'id': 9021, 'job': 'Producer', 'name': 'Stephen Woolley', 'profile_path': None}, {'credit_id': '52fe43039251416c750000e9', 'department': 'Writing', 'gender': 0, 'id': 17016, 'job': 'Screenplay', 'name': 'Neil Jordan', 'profile_path': '/4OWdIhT5gcfcHoBUzGL7E8tu9T1.jpg'}, {'credit_id': '52fe43039251416c750000e3', 'department': 'Directing', 'gender': 0, 'id': 17016, 'job': 'Director', 'name': 'Neil Jordan', 'profile_path': '/4OWdIhT5gcfcHoBUzGL7E8tu9T1.jpg'}, {'credit_id': '52fe43039251416c75000119', 'department': 'Production', 'gender': 2, 'id': 10593, 'job': 'Executive Producer', 'name': 'George Harrison', 'profile_path': '/3U4WXM0pNb7ob7gvQCnZ3sJYgB9.jpg'}, {'credit_id': '52fe43039251416c750000ef', 'department': 'Writing', 'gender': 2, 'id': 33317, 'job': 'Screenplay', 'name': 'David Leland', 'profile_path': None}, {'credit_id': '52fe43039251416c750000fb', 'department': 'Production', 'gender': 0, 'id': 61865, 'job': 'Executive Producer', 'name': ""Denis O'Brien"", 'profile_path': None}]",neiljordan
"['horror', 'thriller']",Bloodwork,dangeroussideeffects clinicaltrials allergydrug,"['travisvanwinkle', 'triciahelfer', 'ericroberts', 'johnbregar']","[{'credit_id': '52fe49c7c3a36847f81a5b5b', 'department': 'Directing', 'gender': 0, 'id': 1022794, 'job': 'Director', 'name': 'Eric Wostenberg', 'profile_path': None}, {'credit_id': '52fe49c7c3a36847f81a5b61', 'department': 'Writing', 'gender': 0, 'id': 1022795, 'job': 'Writer', 'name': 'David Nahmod', 'profile_path': None}, {'credit_id': '58eb7717925141354c04c1bd', 'department': 'Editing', 'gender': 0, 'id': 1793104, 'job': 'Editor', 'name': 'Olena Kuhtaryeva', 'profile_path': None}]",ericwostenberg
"['thriller', 'action', 'romance', 'sciencefiction', 'adventure']",The Saint,berlin russia gas masterthief thesaint,"['valkilmer', 'elisabethshue', 'radeserbedzija', 'henrygoodman', 'alunarmstrong', 'michaelbyrne', 'yevgenilazarev', 'irinaapeksimova', 'levprygunov', 'charlottecornwell', 'emilymortimer', 'lucijaserbedzija', 'velibortopic', 'tommyflanagan', 'egorpazenko', 'adamsmith', 'patlaffan', 'verity-janedearsley', 'michaelmarquez', 'loreleiking', 'allakazanskaya', 'ronnieletham', 'tussesilberg', 'peterguinness', 'stefangryff', 'malcolmtierney', 'christopherrozycki', 'valeriynikolaev']","[{'credit_id': '52fe43039251416c75000187', 'department': 'Directing', 'gender': 2, 'id': 13015, 'job': 'Director', 'name': 'Phillip Noyce', 'profile_path': '/Ahe8rRwCQ18fxtecekD1gYTXiXv.jpg'}, {'credit_id': '52fe43039251416c7500018d', 'department': 'Writing', 'gender': 2, 'id': 876, 'job': 'Screenplay', 'name': 'Jonathan Hensleigh', 'profile_path': '/l1c4UFD3g0HVWj5f0CxXAvMAGiT.jpg'}, {'credit_id': '52fe43039251416c75000193', 'department': 'Writing', 'gender': 2, 'id': 17880, 'job': 'Screenplay', 'name': 'Wesley Strick', 'profile_path': '/t4ggAaMWTYRtWyB1nz1BPJilujC.jpg'}, {'credit_id': '52fe43039251416c75000199', 'department': 'Production', 'gender': 2, 'id': 4611, 'job': 'Producer', 'name': 'Mace Neufeld', 'profile_path': None}, {'credit_id': '52fe43039251416c7500019f', 'department': 'Production', 'gender': 0, 'id': 61820, 'job': 'Producer', 'name': 'William J. MacDonald', 'profile_path': None}, {'credit_id': '52fe43039251416c750001a5', 'department': 'Production', 'gender': 2, 'id': 42995, 'job': 'Executive Producer', 'name': 'Paul Hitchcock', 'profile_path': None}, {'credit_id': '52fe43039251416c750001ab', 'department': 'Production', 'gender': 2, 'id': 12288, 'job': 'Producer', 'name': 'Robert Evans', 'profile_path': '/pSzHgQKT3qnCuAFyh3IpilopKt0.jpg'}, {'credit_id': '52fe43039251416c750001b1', 'department': 'Production', 'gender': 2, 'id': 5322, 'job': 'Producer', 'name': 'David Brown', 'profile_path': '/fUWueOqqSkc9yc6svhOKlQr656F.jpg'}, {'credit_id': '52fe43039251416c750001b7', 'department': 'Production', 'gender': 2, 'id': 61821, 'job': 'Executive Producer', 'name': 'Robert S. Baker', 'profile_path': None}, {'credit_id': '52fe43039251416c750001bd', 'department': 'Camera', 'gender': 0, 'id': 10709, 'job': 'Director of Photography', 'name': 'Phil Meheux', 'profile_path': '/7dvzEurZ3sI5L2RYxvHjS4RLNl3.jpg'}, {'credit_id': '52fe43039251416c750001c3', 'department': 'Editing', 'gender': 2, 'id': 5056, 'job': 'Editor', 'name': 'Terry Rawlings', 'profile_path': None}, {'credit_id': '52fe43049251416c75000231', 'department': 'Writing', 'gender': 2, 'id': 876, 'job': 'Story', 'name': 'Jonathan Hensleigh', 'profile_path': '/l1c4UFD3g0HVWj5f0CxXAvMAGiT.jpg'}, {'credit_id': '52fe43049251416c75000237', 'department': 'Writing', 'gender': 0, 'id': 133223, 'job': 'Characters', 'name': 'Leslie Charteris', 'profile_path': '/1PwLbH6xQH6LcL0TaPpM1XFtS5R.jpg'}, {'credit_id': '52fe43049251416c7500023d', 'department': 'Production', 'gender': 0, 'id': 1034749, 'job': 'Producer', 'name': 'Lis Kern', 'profile_path': None}, {'credit_id': '52fe43049251416c75000243', 'department': 'Sound', 'gender': 2, 'id': 5912, 'job': 'Original Music Composer', 'name': 'Graeme Revell', 'profile_path': '/g2Nhv2OCV8ygLYxkeDbhlqnrv7Z.jpg'}, {'credit_id': '52fe43049251416c75000249', 'department': 'Production', 'gender': 0, 'id': 4142, 'job': 'Casting', 'name': 'Elisabeth Leustig', 'profile_path': None}, {'credit_id': '52fe43049251416c7500024f', 'department': 'Production', 'gender': 1, 'id': 2485, 'job': 'Casting', 'name': 'Patsy Pollock', 'profile_path': None}, {'credit_id': '52fe43049251416c75000255', 'department': 'Art', 'gender': 2, 'id': 9990, 'job': 'Production Design', 'name': 'Joseph C. Nemec III', 'profile_path': None}]",phillipnoyce
['drama'],Mr. Thank You,countryside,"['kaorufutaba', 'michikokuwano', 'takashiishiyama', 'einosukenaka', 'mayumitsukiji', 'kenuehara']","[{'credit_id': '52fe49c8c3a36847f81a5cef', 'department': 'Writing', 'gender': 0, 'id': 46625, 'job': 'Novel', 'name': 'Yasunari Kawabata', 'profile_path': None}, {'credit_id': '52fe49c8c3a36847f81a5cf5', 'department': 'Writing', 'gender': 2, 'id': 233660, 'job': 'Screenplay', 'name': 'Hiroshi Shimizu', 'profile_path': '/b3ap4bulTlOjcYAIRIgFPJLENut.jpg'}, {'credit_id': '52fe49c8c3a36847f81a5ce9', 'department': 'Directing', 'gender': 2, 'id': 233660, 'job': 'Director', 'name': 'Hiroshi Shimizu', 'profile_path': '/b3ap4bulTlOjcYAIRIgFPJLENut.jpg'}, {'credit_id': '5961787492514121f00ab291', 'department': 'Directing', 'gender': 2, 'id': 945630, 'job': 'Assistant Director', 'name': 'Yasushi Sasaki', 'profile_path': None}, {'credit_id': '52fe49c8c3a36847f81a5d07', 'department': 'Sound', 'gender': 2, 'id': 1092923, 'job': 'Original Music Composer', 'name': 'Keizo Horiuchi', 'profile_path': None}, {'credit_id': '596176a39251410b860c9443', 'department': 'Camera', 'gender': 2, 'id': 1092926, 'job': 'Director of Photography', 'name': 'Isamu Aoki', 'profile_path': None}, {'credit_id': '5961785ec3a368293b0cef79', 'department': 'Art', 'gender': 0, 'id': 1545734, 'job': 'Set Decoration', 'name': 'Kotaro Inoue', 'profile_path': None}, {'credit_id': '59617864c3a368253c0b27a0', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1545735, 'job': 'Costume Design', 'name': 'Tetsuzô Shibata', 'profile_path': None}, {'credit_id': '5961787bc3a368293b0cefa9', 'department': 'Directing', 'gender': 0, 'id': 1545737, 'job': 'Assistant Director', 'name': 'Isao Numanami', 'profile_path': None}, {'credit_id': '59617889c3a36825e80b9662', 'department': 'Directing', 'gender': 0, 'id': 1847598, 'job': 'Assistant Director', 'name': 'Toyojirô Nagasaki', 'profile_path': None}]",hiroshishimizu
"['drama', 'fantasy', 'horror', 'thriller', 'mystery']",Desperation,sheriff nevada highway psychopath serialkiller tvmovie,"['stevenweber', 'tomskerritt', 'charlesdurning', 'annabethgish', 'mattfrewer', 'henrythomas', 'sammihanratty', 'shanehaboucha', 'kellyoverton', 'ronperlman', 'sylvakelegian', 'ewanchung', 'darrenvictoria', 'alainuy', 'trieutran', 'glennr.wilder', 'tomparker', 'clintjames']","[{'credit_id': '52fe43049251416c750002b5', 'department': 'Camera', 'gender': 2, 'id': 4020, 'job': 'Director of Photography', 'name': 'Christian Sebaldt', 'profile_path': None}, {'credit_id': '52fe43049251416c750002a3', 'department': 'Writing', 'gender': 2, 'id': 3027, 'job': 'Author', 'name': 'Stephen King', 'profile_path': '/z8cHPoqTslxRR7oWQ5wsh0fNLt2.jpg'}, {'credit_id': '52fe43049251416c750002a9', 'department': 'Production', 'gender': 2, 'id': 3027, 'job': 'Executive Producer', 'name': 'Stephen King', 'profile_path': '/z8cHPoqTslxRR7oWQ5wsh0fNLt2.jpg'}, {'credit_id': '52fe43049251416c750002bb', 'department': 'Editing', 'gender': 2, 'id': 13672, 'job': 'Editor', 'name': 'Patrick McMahon', 'profile_path': None}, {'credit_id': '54d243079251411b69002d8c', 'department': 'Crew', 'gender': 2, 'id': 14385, 'job': 'Stunt Coordinator', 'name': 'Charlie Brewer', 'profile_path': None}, {'credit_id': '54d242d09251411b65002ba6', 'department': 'Crew', 'gender': 0, 'id': 15434, 'job': 'Special Effects Coordinator', 'name': 'Lou Carlucci', 'profile_path': None}, {'credit_id': '52fe43049251416c75000339', 'department': 'Production', 'gender': 1, 'id': 15365, 'job': 'Producer', 'name': 'Kelly Van Horn', 'profile_path': None}, {'credit_id': '52fe43049251416c750002c1', 'department': 'Production', 'gender': 0, 'id': 23905, 'job': 'Casting', 'name': 'Lynn Kressel', 'profile_path': None}, {'credit_id': '52fe43049251416c750002cd', 'department': 'Art', 'gender': 0, 'id': 20758, 'job': 'Production Design', 'name': 'Phil Dagort', 'profile_path': None}, {'credit_id': '52fe43049251416c750002d3', 'department': 'Art', 'gender': 0, 'id': 36623, 'job': 'Set Decoration', 'name': 'Marcia Calosio', 'profile_path': None}, {'credit_id': '52fe43049251416c750002d9', 'department': 'Sound', 'gender': 2, 'id': 57902, 'job': 'Original Music Composer', 'name': 'Nicholas Pike', 'profile_path': None}, {'credit_id': '52fe43049251416c750002af', 'department': 'Production', 'gender': 2, 'id': 61822, 'job': 'Producer', 'name': 'Bruce Dunn', 'profile_path': None}, {'credit_id': '52fe43049251416c750002c7', 'department': 'Directing', 'gender': 2, 'id': 61824, 'job': 'Director', 'name': 'Mick Garris', 'profile_path': '/g7NQv3FBJaQaXTVHDydqaDADir6.jpg'}, {'credit_id': '52fe43049251416c7500033f', 'department': 'Production', 'gender': 2, 'id': 61824, 'job': 'Executive Producer', 'name': 'Mick Garris', 'profile_path': '/g7NQv3FBJaQaXTVHDydqaDADir6.jpg'}, {'credit_id': '52fe43049251416c750002df', 'department': 'Art', 'gender': 0, 'id': 61825, 'job': 'Art Direction', 'name': 'Jason Weil', 'profile_path': None}, {'credit_id': '52fe43049251416c750002f5', 'department': 'Production', 'gender': 0, 'id': 61827, 'job': 'Executive Producer', 'name': 'Mark Sennet', 'profile_path': None}, {'credit_id': '52fe43049251416c750002fb', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 61826, 'job': 'Costume Design', 'name': 'Warden Neil', 'profile_path': None}, {'credit_id': '54d24319c3a368307d0031b1', 'department': 'Crew', 'gender': 2, 'id': 61838, 'job': 'Stunt Coordinator', 'name': 'Glenn R. Wilder', 'profile_path': '/8YSkfLv8gvqxZxH87cG9NXoIMjr.jpg'}, {'credit_id': '54d24365c3a3687388002b9d', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 62029, 'job': 'Costume Supervisor', 'name': 'Robin Michel Bush', 'profile_path': None}, {'credit_id': '54d2425b9251411b69002d78', 'department': 'Sound', 'gender': 2, 'id': 95837, 'job': 'Supervising Sound Editor', 'name': 'Richard Taylor', 'profile_path': None}, {'credit_id': '54d242f0c3a3687388002b7b', 'department': 'Visual Effects', 'gender': 0, 'id': 565192, 'job': 'Visual Effects Supervisor', 'name': 'Loren Bivens', 'profile_path': None}, {'credit_id': '54d241c0c3a3683080003086', 'department': 'Art', 'gender': 0, 'id': 1325353, 'job': 'Construction Coordinator', 'name': 'Terry Kempf', 'profile_path': None}, {'credit_id': '54d2415cc3a368307600285d', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 1333756, 'job': 'Hairstylist', 'name': 'Tina Sims', 'profile_path': None}, {'credit_id': '54d241d6c3a368307d00317c', 'department': 'Crew', 'gender': 0, 'id': 1400809, 'job': 'Property Master', 'name': 'Steven Schalk', 'profile_path': None}, {'credit_id': '54d241949251411b6b002c22', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1402545, 'job': 'Makeup Artist', 'name': 'Kim Collea', 'profile_path': None}, {'credit_id': '54d242999251411b6b002c5f', 'department': 'Sound', 'gender': 0, 'id': 1403561, 'job': 'Sound Re-Recording Mixer', 'name': 'Kenneth R. Burton', 'profile_path': None}, {'credit_id': '54d2434c9251411b5c002920', 'department': 'Camera', 'gender': 2, 'id': 1408357, 'job': 'Camera Operator', 'name': 'Henry Tirl', 'profile_path': None}, {'credit_id': '54d242aec3a3687600002934', 'department': 'Sound', 'gender': 0, 'id': 1422868, 'job': 'Sound Re-Recording Mixer', 'name': 'Andre Perreault', 'profile_path': None}, {'credit_id': '54d243369251411b6b002c73', 'department': 'Camera', 'gender': 2, 'id': 1423017, 'job': 'Camera Operator', 'name': 'Ken Glassing', 'profile_path': None}, {'credit_id': '54d2437fc3a36830760028b3', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 1423018, 'job': 'Costume Supervisor', 'name': 'Maggie McFarland', 'profile_path': None}, {'credit_id': '54d243959251411b69002da9', 'department': 'Directing', 'gender': 1, 'id': 1423019, 'job': 'Script Supervisor', 'name': 'Joanie Blum', 'profile_path': None}, {'credit_id': '54d243aac3a3687600002984', 'department': 'Production', 'gender': 0, 'id': 1423020, 'job': 'Location Manager', 'name': 'Michael McGinn', 'profile_path': None}]",mickgarris
